Date,Start Time,Bet Placed Time,Sport,League,Market,Derivative,Event/Match,Bet,Odds,Stake,Bookmaker,Payout,Closing Line,CLV%,Profit/Loss,Notes/Comments,Bet ID#,Result
2025-02-22,0:10,Unknown,Basketball,NBA,Moneyline,Yes,Golden State Warriors vs Sacramento Kings,Sacramento Kings,118,300,Pinnacle,354,,,-300.00,,2056338877,Loss
2025-02-23,19:10,"Feb 23, 2025, 3:51 PM",Basketball,NBA,Player Prop,No,James Harden (Pts+Rebs+Asts),Over 42.5 Points+Rebs+Assists,-119,2,Pinnacle,1.68,,,1.68,,2057294414,Win
2025-02-23,17:40,"Feb 23, 2025, 3:51 PM",Basketball,NBA,Player Prop,No,Brandin Podziemski (Rebounds),Over 5.5 Rebounds,-128,20,Pinnacle,15.63,,,15.62,,2057234612,Win
2025-02-23,19:10,Unknown,Basketball,NBA,Spread,Yes,Los Angeles Clippers vs Indiana Pacers,Los Angeles Clippers +2.0,-103,2,Pinnacle,1.94,,,-2.00,,2057294256,Loss
2025-02-23,19:10,Unknown,Basketball,NBA,Total,Yes,Los Angeles Clippers vs Indiana Pacers,Over 110.5,-138,2,Pinnacle,1.45,,,1.45,,2057294287,Win
2025-02-23,19:10,Unknown,Basketball,NBA,Spread,Yes,Los Angeles Clippers vs Indiana Pacers,Los Angeles Clippers -0.5,127,2,Pinnacle,2.54,,,-2.00,,2057294322,Loss
2025-02-23,19:10,Unknown,Basketball,NBA,Total,Yes,Los Angeles Clippers vs Indiana Pacers,Over 55.5,-122,2,Pinnacle,1.64,,,-2.00,,2057294340,Loss
2025-02-23,15:07,Unknown,Hockey,NHL,Moneyline,Yes,Edmonton Oilers vs Washington Capitals,Edmonton Oilers,-135,20,Pinnacle,14.81,,,-20.00,,2057233623,Loss
2025-02-23,15:10,Unknown,Basketball,NBA,Spread,No,New York Knicks vs Boston Celtics,New York Knicks +8.5,-104,20,Pinnacle,19.23,,,-20.00,,2057104720,Loss
2025-02-23,0:07,Unknown,Hockey,NHL,Moneyline,Yes,LiveVancouver Canucks vs Vegas Golden Knights,Vancouver Canucks,624,2,Pinnacle,12.48,,,-2.00,,2056985910,Loss
2025-02-23,0:10,Unknown,Basketball,NCAA,Total,No,BYU vs Arizona,Over 154.5,112,450,Pinnacle,504,,,504.00,,2056745239,Win
2025-02-23,0:10,Unknown,Basketball,NBA,Moneyline,Yes,Charlotte Hornets vs Portland Trail Blazers,Charlotte Hornets,137,300,Pinnacle,411,,,-300.00,,2056740574,Loss
2025-02-24,21:40,"Feb 24, 2025, 10:23 AM",Basketball,NBA,Moneyline,Yes,Miami Heat vs Atlanta Hawks,Miami Heat,-100,222,Pinnacle,222,,,-222.00,,2057437731,Loss
2025-02-24,21:10,"Feb 24, 2025, 10:23 AM",Basketball,NBA,Player Prop,No,Aaron Gordon (Rebounds),Over 5.5 Rebounds,115,222,Pinnacle,255.3,,,-222.00,,2057437686,Loss
2025-02-24,21:10,"Feb 24, 2025, 10:23 AM",Basketball,NBA,Total,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers - Over 55.5,105,333,Pinnacle,349.65,,,-333.00,,2057436934,Loss
2025-02-24,20:00,"Feb 24, 2025, 10:23 AM",Basketball,NCAA,Moneyline,Yes,NC Wilmington vs William & Mary,NC Wilmington,-126,222,Pinnacle,176.19,,,0,,2057436191,Refund
2025-02-24,21:10,"Feb 24, 2025, 10:23 AM",Basketball,NBA,Total,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers - Over 55.5,103,300,Pinnacle,309,,,-300.00,,2057436179,Loss
2025-02-24,22:00,"Feb 24, 2025, 10:23 AM",Basketball,NCAA,Total,No,Stephen F. Austin vs Houston Christian,Under 137.5,-111,333,Pinnacle,300,,,300.00,,2057434164,Win
2025-02-24,21:30,"Feb 24, 2025, 10:23 AM",Basketball,NCAA,Spread,No,East Texas A&M vs New Orleans,East Texas A&M -2.0,-100,333,Pinnacle,333,,,0,,2057433752,Refund
2025-02-24,21:30,"Feb 24, 2025, 10:23 AM",Basketball,NCAA,Spread,No,East Texas A&M vs New Orleans,New Orleans +2.0,-117,222,Pinnacle,189.74,,,0,,2057433112,Refund
2025-02-24,21:10,"Feb 24, 2025, 10:23 AM",Basketball,NBA,Total,Yes,Denver Nuggets vs Indiana Pacers,Over 61.5,102,355,Pinnacle,362.1,,,-355.00,,2057432977,Loss
2025-02-24,23:10,"Feb 24, 2025, 10:23 AM",Basketball,NBA,Spread,No,Portland Trail Blazers vs Utah Jazz,Utah Jazz +3.5,128,350,Pinnacle,448,,,448.00,,2057432413,Win
2025-02-24,21:10,"Feb 24, 2025, 10:23 AM",Basketball,NBA,Total,No,Los Angeles Clippers vs Detroit Pistons,Under 222.5,121,300,Pinnacle,363,,,363.00,,2057415131,Win
2025-02-24,21:10,"Feb 24, 2025, 10:32 AM",Basketball,NBA,Spread,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers -1.0,113,155,Pinnacle,175.15,,,175.15,,2057451388,Win
2025-02-24,21:10,"Feb 24, 2025, 10:32 AM",Basketball,NBA,Player Prop,No,Aaron Nesmith (Points),Over 8.5 Points,-109,155,Pinnacle,142.2,,,142.20,,2057450586,Win
2025-02-24,21:10,"Feb 24, 2025, 10:32 AM",Basketball,NBA,Moneyline,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers,-109,150,Pinnacle,137.61,,,137.61,,2057446169,Win
2025-02-24,23:10,"Feb 24, 2025, 11:36 AM",Basketball,NBA,Spread,Yes,Portland Trail Blazers vs Utah Jazz,Portland Trail Blazers -1.5,-102,60,Pinnacle,58.82,,,58.82,,2057482000,Win
2025-02-24,21:40,"Feb 24, 2025, 11:36 AM",Basketball,NBA,Total,Yes,Miami Heat vs Atlanta Hawks,Over 119.5,125,155,Pinnacle,193.75,,,-155.00,,2057454230,Loss
2025-02-24,21:40,"Feb 24, 2025, 11:36 AM",Basketball,NBA,Player Prop,No,Georges Niang (3 Point FG),Over 2.5 3-Point Field Goals,124,150,Pinnacle,186,,,186.00,,2057453889,Win
2025-02-24,21:10,"Feb 24, 2025, 11:40 AM",Basketball,NBA,Player Prop,No,Khris Middleton (Assists),Under 3.5 Assists,131,250,Pinnacle,327.5,,,-250.00,,2057487779,Loss
2025-02-24,21:10,Unknown,Basketball,NBA,Moneyline,Yes,Brooklyn Nets vs Washington Wizards,Brooklyn Nets,-116,2,Pinnacle,1.72,,,1.72,,2057514266,Win
2025-02-24,22:10,Unknown,Basketball,NBA,Spread,No,Minnesota Timberwolves vs Oklahoma City Thunder,Minnesota Timberwolves +9.5,148,300,Pinnacle,444,,,444.00,,2057547234,Win
2025-02-24,22:10,Unknown,Basketball,NBA,Total,Yes,Minnesota Timberwolves vs Oklahoma City Thunder,Under 55.5,105,350,Pinnacle,367.5,,,367.50,,2057546973,Win
2025-02-24,21:10,Unknown,Basketball,NBA,Spread,Yes,LiveBrooklyn Nets vs Washington Wizards,Brooklyn Nets +6.5,133,300,Pinnacle,399,,,-300.00,,2057549293,Loss
2025-02-25,23:00,Unknown,Basketball,NCAA,Total,No,Tennessee vs LSU,Under 138.5,104,150,Pinnacle,156,,,156.00,,2057765015,Win
2025-02-25,21:00,Unknown,Basketball,NCAA,Moneyline,Yes,Appalachian State vs Georgia Southern,Appalachian State,-111,255,Pinnacle,229.73,,,-255.00,,2057658986,Loss
2025-02-25,23:00,Unknown,Basketball,NCAA,Spread,No,South Carolina vs Missouri,Missouri -14.0,112,200,Pinnacle,224,,,224.00,,2057658458,Win
2025-02-25,22:10,Unknown,Basketball,NBA,Player Prop,No,Brook Lopez (Points),Under 11.5 Points,111,300,Pinnacle,333,,,-300.00,,2057651264,Loss
2025-02-25,22:10,Unknown,Basketball,NBA,Moneyline,Yes,Milwaukee Bucks vs Houston Rockets,Milwaukee Bucks,125,150,Pinnacle,187.5,,,-150.00,,2057649537,Loss
2025-02-25,21:00,Unknown,Basketball,NCAA,Spread,No,VCU vs Richmond,VCU -16.5,121,1111,Pinnacle,1344.31,,,1344.31,,2057643508,Win
2025-02-25,21:00,Unknown,Basketball,NCAA,Spread,No,Northern Illinois vs Miami Ohio,Northern Illinois +13.5,103,150,Pinnacle,154.5,,,-150.00,,2057642976,Loss
2025-02-25,21:07,Unknown,Hockey,NHL,Spread,Yes,LiveDallas Stars vs Columbus Blue Jackets,Dallas Stars +1.5,120,500,Pinnacle,600,,,,,2057800477,Pending
2025-02-25,0:10,Unknown,Basketball,NBA,Spread,No,Charlotte Hornets vs Sacramento Kings,Sacramento Kings -13.5,142,300,Pinnacle,426,,,426.00,,2057547113,Win
2025-02-25,1:00,Unknown,Basketball,NCAA,Spread,Yes,Kansas vs Colorado,Kansas -1.5,-144,450,Pinnacle,312.5,,,312.50,,2057414993,Win
2025-02-26,17:10,Unknown,Unknown Sport,Pre Season,Moneyline,No,Athletics vs Seattle Mariners,Seattle Mariners,-112,300,Pinnacle,267.86,,,-300.00,,2057798074,Loss
2025-02-26,0:10,Unknown,Basketball,NBA,Player Prop,No,Miles Bridges (3 Point FG),Over 2.5 3-Point Field Goals,125,200,Pinnacle,,,,-200.00,,2057764338,Loss
2025-02-26,0:06,Unknown,Basketball,NBA,Spread,Yes,Dallas Mavericks vs Los Angeles Lakers,,-106,255,Pinnacle,495.57,,,240.57,,2057764874,Win
2025-02-26,23:10,Unknown,Basketball,NBA,Player Prop,No,Brice Sensabaugh (Pts+Rebs+Asts),Over 17.5 Points+Rebs+Assists,-106,300,Pinnacle,283.02,,,-300.00,,2058113264,Loss
2025-02-27,21:10,Unknown,Basketball,NBA,Spread,No,Golden State Warriors vs Orlando Magic,Golden State Warriors -5.5,-102,2,Pinnacle,1.96,,,1.96,,2058221135,Win
2025-02-27,20:00,Unknown,Basketball,NCAA,Total,No,Samford vs VMI,Under 156.5,-125,300,Pinnacle,240,,,-300.00,,2058249418,Loss
2025-02-27,22:10,Unknown,Basketball,NBA,Player Prop,No,Jamal Murray (Pts+Rebs+Asts),Under 30.5 Points+Rebs+Assists,112,450,Pinnacle,504,,,504.00,,2058242469,Win
2025-02-27,22:30,Unknown,Basketball,NCAA,Total,No,Western Illinois vs Tennessee Tech,Under 144.5,-126,666,Pinnacle,528.57,,,-666.00,,2058241682,Loss
2025-02-27,22:10,Unknown,Basketball,NBA,Moneyline,Yes,Denver Nuggets vs Milwaukee Bucks,Denver Nuggets,-117,200,Pinnacle,170.94,,,170.94,,2058239671,Win
2025-02-27,22:40,Unknown,Basketball,NBA,Spread,Yes,Charlotte Hornets vs Dallas Mavericks,Dallas Mavericks -6.5,102,222,Pinnacle,226.44,,,-222.00,,2058363897,Loss
2025-02-27,22:40,Unknown,Basketball,NBA,Spread,No,Charlotte Hornets vs Dallas Mavericks,Dallas Mavericks -12.5,128,1200,Pinnacle,1536,,,-1200.00,,2058362929,Loss
2025-02-27,21:00,Unknown,Basketball,NCAA,Spread,Yes,Elon vs Monmouth,Elon -0.5,107,333,Pinnacle,356.31,,,356.31,,2058356728,Win
2025-02-27,21:00,Unknown,Basketball,NCAA,Spread,Yes,Elon vs Monmouth,Elon -0.5,109,333,Pinnacle,362.97,,,362.97,,2058356646,Win
2025-02-27,22:40,Unknown,Basketball,NBA,Total,Yes,Charlotte Hornets vs Dallas Mavericks,Under 54.5,-114,360,Pinnacle,315.79,,,315.79,,2058366111,Win
2025-02-27,22:40,Unknown,Basketball,NBA,Spread,No,Charlotte Hornets vs Dallas Mavericks,Dallas Mavericks -12.5,122,360,Pinnacle,439.2,,,-360.00,,2058366077,Loss
2025-02-27,22:40,Unknown,Basketball,NBA,Player Prop,No,Naji Marshall (Assists),Under 3.5 Assists,-134,800,Pinnacle,597.01,,,-800.00,,2058372689,Loss
2025-02-27,22:40,Unknown,Basketball,NBA,Player Prop,No,Max Christie (Points),Over 14.5 Points,111,500,Pinnacle,555,,,-500.00,,2058369209,Loss
2025-02-27,23:00,Unknown,Basketball,NCAA,Total,No,Idaho State vs Idaho,Under 147.5,-111,450,Pinnacle,405.41,,,405.41,,2058376160,Win
2025-02-28,21:00,Unknown,Basketball,NCAA,Spread,No,Pennsylvania vs Cornell,Cornell -9.0,-108,600,Pinnacle,555.56,,,555.56,,2058385010,Win
2025-02-28,22:10,Unknown,Basketball,NBA,Moneyline,Yes,Indiana Pacers vs Miami Heat,Indiana Pacers,-128,366,Pinnacle,285.94,,,-366.00,,2058497879,Loss
2025-02-28,22:10,Unknown,Basketball,NBA,Player Prop,No,Ja Morant (Assists),Under 7.5 Assists,111,600,Pinnacle,666,,,666.00,,2058494395,Win
2025-02-28,21:40,Unknown,Basketball,NBA,Moneyline,Yes,Portland Trail Blazers vs Brooklyn Nets,Portland Trail Blazers,-101,333,Pinnacle,329.7,,,329.70,,2058487483,Win
2025-02-28,21:40,Unknown,Basketball,NBA,Player Prop,No,Donovan Mitchell (Points),Under 27.5 Points,110,601,Pinnacle,661.1,,,-601.00,,2058458628,Loss
2025-02-28,21:40,Unknown,Basketball,NBA,Spread,No,LiveOklahoma City Thunder vs Atlanta Hawks,Atlanta Hawks +16.5,-110,300,Pinnacle,272.73,,,272.73,,2058674762,Win
2025-02-28,22:10,Unknown,Basketball,NBA,Spread,No,Indiana Pacers vs Miami Heat,Indiana Pacers -3.0,-101,200,Pinnacle,198.02,,,-200.00,,2058670838,Loss
2025-03-01,0:10,Unknown,Basketball,NBA,Player Prop,No,Ivica Zubac (Points),Over 14.5 Points,100,601,Pinnacle,601,,,601.00,,2058455734,Win
2025-03-01,0:10,Unknown,Basketball,NBA,Player Prop,No,Ivica Zubac (Pts+Rebs+Asts),Over 28.5 Points+Rebs+Assists,100,601,Pinnacle,601,,,601.00,,2058455692,Win
2025-03-01,21:10,Unknown,Basketball,NBA,Player Prop,No,Cameron Johnson (Points),Under 19.5 Points,-128,450,Pinnacle,351.56,,,351.56,,2058832463,Win
2025-03-01,21:37,Unknown,Unknown Sport,UFC,Moneyline,Yes,LiveWilliam Gomis vs Hyder Amil,Hyder Amil,113,600,Pinnacle,678,,,678.00,,2059135726,Win
2025-03-01,22:00,Unknown,Basketball,NCAA,Spread,No,LiveMarquette vs Georgetown,Georgetown +26.5,-113,300,Pinnacle,265.49,,,265.49,,2059157709,Win
2025-03-01,22:00,Unknown,Basketball,NCAA,Spread,No,LiveGeorgia vs Texas,Georgia -13.5,-130,300,Pinnacle,230.77,,,230.77,,2059157392,Win
2025-03-02,22:10,Unknown,Basketball,NBA,Total,No,New Orleans Pelicans vs Utah Jazz,Over 231.5,-114,300,Pinnacle,263.16,,,263.16,,2059161337,Win
2025-03-02,20:10,Unknown,Basketball,NBA,Player Prop,No,Scottie Barnes (Rebounds),Under 6.5 Rebounds,132,602,Pinnacle,794.64,,,794.64,,2059274174,Win
2025-03-02,22:10,Unknown,Basketball,NBA,Player Prop,No,Isaiah Collier (Points),Over 13.5 Points,130,602,Pinnacle,782.6,,,-602.00,,2059269082,Loss
2025-03-02,22:10,Unknown,Basketball,NBA,Player Prop,No,KJ Martin (Points),Under 12.5 Points,-109,657,Pinnacle,602.75,,,602.75,,2059265288,Win
2025-03-02,23:40,Unknown,Basketball,NBA,Player Prop,No,Luka Doncic (Rebounds),Over 8.5 Rebounds,-100,602,Pinnacle,602,,,-602.00,,2059263246,Loss
2025-03-02,23:40,Unknown,Basketball,NBA,Player Prop,No,LeBron James (Assists),Under 7.5 Assists,-113,500,Pinnacle,442.48,,,-500.00,,2059349956,Loss
2025-03-02,20:10,Unknown,Basketball,NBA,Player Prop,No,Alec Burks (Points),Over 8.5 Points,-102,613,Pinnacle,600.98,,,600.98,,2059499834,Win
2025-03-02,23:40,Unknown,Basketball,NBA,Spread,Yes,Minnesota Timberwolves vs Phoenix Suns,Minnesota Timberwolves +0.5,-110,300,Pinnacle,272.73,,,272.73,,2059571760,Win
2025-03-03,23:10,Unknown,Basketball,NBA,Player Prop,No,Isaiah Collier (Points),Over 10.5 Points,-110,663,Pinnacle,602.73,-112,0.86,602.73,,2059772736,Win
2025-03-03,22:10,Unknown,Basketball,NBA,Player Prop,No,Onyeka Okongwu (Rebounds),Over 9.5 Rebounds,127,603,Pinnacle,765.81,116,5.09,765.81,,2059767232,Win
2025-03-03,21:10,Unknown,Basketball,NBA,Player Prop,No,Andre Drummond (Points),Over 9.5 Points,-108,651,Pinnacle,602.78,-110,0.88,602.78,,2059766900,Win
2025-03-03,21:30,Unknown,Basketball,NCAA,Moneyline,No,Incarnate Word vs Northwestern State,Incarnate Word,141,362,Pinnacle,510.42,144,-1.23,-362.00,,2059764742,Loss
2025-03-03,23:10,Unknown,Basketball,NBA,Player Prop,No,Isaiah Collier (Assists),Over 8.5 Assists,132,600,Pinnacle,792,125,3.11,-600.00,,2059764494,Loss
2025-03-03,22:10,Unknown,Basketball,NBA,Player Prop,No,Luguentz Dort (Points),Under 9.5 Points,-117,300,Pinnacle,256.41,,,-300.00,,2059779971,Loss
2025-03-03,22:10,Unknown,Basketball,NBA,Total,Yes,Houston Rockets vs Oklahoma City Thunder,Over 54.5,-127,300,Pinnacle,236.22,,,236.22,,2059783318,Win
2025-03-03,22:40,Unknown,Basketball,NBA,Player Prop,No,Naji Marshall (Rebounds),Over 5.5 Rebounds,-103,622,Pinnacle,603.88,,,-622.00,,2059786158,Loss
2025-03-03,22:10,Unknown,Basketball,NBA,Player Prop,No,Shai Gilgeous-Alexander (Pts+Rebs+Asts),Under 42.5 Points+Rebs+Assists,-113,300,Pinnacle,265.49,,,-300.00,,2059779706,Loss
2025-03-03,22:10,Unknown,Basketball,NBA,Player Prop,No,Jaren Jackson Jr. (Points),Over 25.5 Points,-121,300,Pinnacle,247.93,,,-300.00,,2059779432,Loss
2025-03-04,21:10,Unknown,Basketball,NBA,Spread,No,LiveHouston Rockets vs Indiana Pacers,Houston Rockets +7.5,-121,300,Pinnacle,247.93,,,-300.00,,2060045448,Loss
2025-03-04,21:00,Unknown,Basketball,NCAA,Total,No,LiveCreighton vs Seton Hall,Over 127,-132,333,Pinnacle,252.27,,,252.27,,2060041049,Win
2025-03-04,22:00,Unknown,Basketball,NCAA,Total,No,LiveTexas vs Mississippi State,Under 150.5,-111,600,Pinnacle,540.54,,,-600.00,,2060043423,Loss
2025-03-04,21:00,Unknown,Basketball,NCAA,Spread,No,LiveLSU vs Kentucky,Kentucky -29.5,107,300,Pinnacle,321,,,321.00,,2060028527,Win
2025-03-04,21:40,Unknown,Basketball,NBA,Total,Yes,LiveMilwaukee Bucks vs Atlanta Hawks,Over 61.5,104,600,Pinnacle,624,,,624.00,,2060029275,Win
2025-03-04,22:10,Unknown,Basketball,NBA,Spread,Yes,LiveCleveland Cavaliers vs Chicago Bulls,Cleveland Cavaliers -5.5,109,300,Pinnacle,327,,,-300.00,,2060040410,Loss
2025-03-04,22:00,Unknown,Basketball,NCAA,Spread,No,LiveVillanova vs Georgetown,Villanova -6.5,111,222,Pinnacle,246.42,,,-222.00,,2060033374,Loss
2025-03-05,0:05,Unknown,Basketball,NBA,Total,Yes,Los Angeles Clippers vs Phoenix Suns,Under 55.5,-125,449,Pinnacle,359.2,,,-449.00,,2060020530,Loss
2025-03-05,0:05,Unknown,Basketball,NBA,Player Prop,No,Bradley Beal (Assists),Under 4.5 Assists,-121,300,Pinnacle,247.93,,,247.93,,2060049263,Win
2025-03-05,21:10,Unknown,Basketball,NBA,Total,No,Utah Jazz vs Washington Wizards,Over 231,-104,300,Pinnacle,288.46,,,288.46,,2060056993,Win
2025-03-05,21:10,Unknown,Basketball,NBA,Total,Yes,Minnesota Timberwolves vs Charlotte Hornets,Under 54.5,-102,300,Pinnacle,294.12,,,-300.00,,2060275277,Loss
2025-03-05,23:10,Unknown,Basketball,NBA,Player Prop,No,Jonas Valanciunas (Points),Over 14.5 Points,-128,300,Pinnacle,234.38,,,234.38,,2060308964,Win
2025-03-05,22:00,Unknown,Basketball,NCAA,Total,Yes,LiveColorado vs Texas Tech,Under 65.5,101,300,Pinnacle,303,,,-300.00,,2060308616,Loss
2025-03-05,23:40,Unknown,Basketball,NBA,Player Prop,No,Brandon Clarke (Rebounds),Under 6.5 Rebounds,-133,300,Pinnacle,225.56,,,-300.00,,2060308427,Loss
2025-03-05,23:10,Unknown,Basketball,NBA,Spread,Yes,Sacramento Kings vs Denver Nuggets,Denver Nuggets -3.0,113,300,Pinnacle,339,,,0,,2060307527,Refund
2025-03-05,21:10,Unknown,Basketball,NBA,Player Prop,No,Bilal Coulibaly (Rebounds),Under 5.5 Rebounds,-135,600,Pinnacle,444.44,,,444.44,,2060268146,Win
2025-03-06,21:00,Unknown,Basketball,NCAA,Total,No,LiveJacksonville vs North Alabama,Over 138.5,-113,300,Pinnacle,265.49,,,265.49,,2060558332,Win
2025-03-06,22:30,Unknown,Basketball,NCAA,Total,No,Seattle U vs Southern Utah,Over 140.5,110,350,Pinnacle,385,,,-350.00,,2060553603,Loss
2025-03-06,17:30,Unknown,Basketball,NCAA,Total,No,LiveMissouri State vs Illinois State,Illinois State - Over 72.5,-118,400,Pinnacle,338.98,,,-400.00,,2060522408,Loss
2025-03-06,21:10,Unknown,Basketball,NBA,Player Prop,No,Zach Collins (Pts+Rebs+Asts),Over 25.5 Points+Rebs+Assists,122,300,Pinnacle,366,,,-300.00,,2060401510,Loss
2025-03-06,23:00,Unknown,Basketball,NCAA,Total,No,Alabama State vs Southern,Under 142,102,357,Pinnacle,364.14,,,364.14,,2060567700,Win
2025-03-06,23:30,Unknown,Basketball,NCAA,Total,No,Lindenwood vs Tennessee State,Under 146.5,110,350,Pinnacle,385,,,385.00,,2060565669,Win
2025-03-07,0:09,Unknown,Basketball,NBA,Total,Yes,New York Knicks vs Los Angeles Lakers,Over 58.5,-121,400,Pinnacle,330.58,,,-400.00,,2060562136,Loss
2025-03-07,0:09,Unknown,Basketball,NBA,Total,Yes,New York Knicks vs Los Angeles Lakers,Over 59.5,-102,400,Pinnacle,392.16,,,-400.00,,2060577568,Loss
2025-03-07,0:09,Unknown,Basketball,NBA,Spread,Yes,New York Knicks vs Los Angeles Lakers,New York Knicks +0.5,112,400,Pinnacle,448,,,-400.00,,2060577527,Loss
2025-03-07,21:40,Unknown,Basketball,NBA,Moneyline,Yes,Utah Jazz vs Toronto Raptors,Toronto Raptors,-133,333,Pinnacle,250.38,,,250.38,,2060718048,Win
2025-03-07,23:30,Unknown,Basketball,NCAA,Spread,No,Valparaiso vs Northern Iowa,Valparaiso +10.5,-107,600,Pinnacle,560.75,,,560.75,,2060715814,Win
2025-03-07,23:30,Unknown,Basketball,NCAA,Spread,Yes,Valparaiso vs Northern Iowa,Valparaiso +4.5,112,600,Pinnacle,672,,,672.00,,2060715270,Win
2025-03-07,21:40,Unknown,Basketball,NBA,Moneyline,Yes,Memphis Grizzlies vs Dallas Mavericks,Dallas Mavericks,175,300,Pinnacle,525,,,-300.00,,2060705109,Loss
2025-03-07,16:00,Unknown,Basketball,NCAA,Spread,No,Stony Brook vs Delaware,Stony Brook +6.5,-107,300,Pinnacle,280.37,,,280.37,,2060696404,Win
2025-03-07,22:00,Unknown,Basketball,NCAA,Moneyline,Yes,Arkansas Little Rock vs SE Missouri State,Arkansas Little Rock,122,350,Pinnacle,427,,,-350.00,,2060694734,Loss
2025-03-07,18:30,Unknown,Basketball,NCAA,Total,No,North Carolina A&T vs Hofstra,Under 123.5,101,300,Pinnacle,303,,,-300.00,,2060842670,Loss
2025-03-07,16:45,Unknown,Unknown Sport,Premier,Moneyline,Yes,LiveCork City (0) vs Sligo Rovers (0),Over 0.5,-101,600,Pinnacle,594.06,,,594.06,,2060814379,Win
2025-03-07,16:45,Unknown,Unknown Sport,Premier,Moneyline,Yes,LiveCork City (0) vs Sligo Rovers (0),Under 0.5,-128,700,Pinnacle,546.88,,,-700.00,,2060815415,Loss
2025-03-07,16:45,Unknown,Unknown Sport,Division 1,Moneyline,Yes,LiveWexford (0) vs Athlone Town (0),Over 0.5,-102,300,Pinnacle,294.12,,,294.12,,2060813941,Win
2025-03-07,16:45,Unknown,Unknown Sport,Premier,Moneyline,Yes,LiveWaterford (0) vs Bohemians (1),Under 3,-123,1000,Pinnacle,813.01,,,0,,2060811562,Refund
2025-03-07,21:40,Unknown,Basketball,NBA,Total,Yes,Utah Jazz vs Toronto Raptors,Under 56.5,-112,300,Pinnacle,267.86,,,267.86,,2060809698,Win
2025-03-07,21:10,Unknown,Basketball,NBA,Spread,Yes,LiveCleveland Cavaliers vs Charlotte Hornets,Charlotte Hornets +3.5,-109,333,Pinnacle,305.5,,,305.50,,2060889852,Win
2025-03-07,21:00,Unknown,Basketball,NCAA,Spread,No,LiveDayton vs VCU,VCU -6.5,109,450,Pinnacle,490.5,,,-450.00,,2060881811,Loss
2025-03-08,0:40,Unknown,Basketball,NBA,Player Prop,No,Miles McBride (Assists),Over 3.5 Assists,-113,300,Pinnacle,265.49,,,265.49,,2060809228,Win
2025-03-08,0:10,Unknown,Basketball,NBA,Spread,Yes,Phoenix Suns vs Denver Nuggets,Phoenix Suns +1.5,128,225,Pinnacle,288,,,-225.00,,2060893948,Loss
2025-03-08,0:10,Unknown,Basketball,NBA,Total,Yes,Phoenix Suns vs Denver Nuggets,Under 116.5,123,400,Pinnacle,492,,,-400.00,,2060890246,Loss
2025-03-08,0:14,Unknown,Basketball,NBA,Total,No,Phoenix Suns vs Denver Nuggets,Under 242.5,-106,400,Pinnacle,377.36,,,-400.00,,2060903688,Loss
2025-03-08,22:40,Unknown,Basketball,NBA,Player Prop,No,Luka Doncic (Pts+Rebs+Asts),Over 44.5 Points+Rebs+Assists,103,300,Pinnacle,309,,,309.00,,2061324459,Win
2025-03-08,17:30,Unknown,Basketball,NCAA,Spread,Yes,Belmont vs Drake,Belmont +3.5,113,600,Pinnacle,678,,,678.00,,2061086202,Win
2025-03-09,22:40,Unknown,Basketball,NBA,Player Prop,No,James Harden (3 Point FG),Under 3.5 3-Point Field Goals,120,450,Pinnacle,540,,,540.00,,2061470255,Win
2025-03-09,20:10,Unknown,Basketball,NBA,Player Prop,No,Jaylen Wells (Points),Under 9.5 Points,116,300,Pinnacle,348,,,348.00,,2061465098,Win
2025-03-09,14:10,Unknown,Basketball,NBA,Spread,No,Denver Nuggets vs Oklahoma City Thunder,Denver Nuggets +8.0,-103,2.00,Pinnacle,1.94,,,-2.00,,2061483202,Loss
2025-03-09,21:10,Unknown,Basketball,NBA,Spread,No,San Antonio Spurs vs Minnesota Timberwolves,San Antonio Spurs +11.0,-105,400.00,Pinnacle,380.95,,,-400.00,,2061510325,Loss
2025-03-09,21:10,Unknown,Basketball,NBA,Spread,No,San Antonio Spurs vs Minnesota Timberwolves,San Antonio Spurs +11.0,-105,400.00,Pinnacle,380.95,,,-400.00,,2061509729,Loss
2025-03-09,22:10,Unknown,Basketball,NBA,Player Prop,No,Anfernee Simons (Assists),Under 5.5 Assists,-122,400.00,Pinnacle,327.87,,,327.87,,2061506658,Win
2025-03-09,20:10,Unknown,Basketball,NBA,Spread,No,Memphis Grizzlies vs New Orleans Pelicans,New Orleans Pelicans +9.0,-104,350.00,Pinnacle,336.54,,,336.54,,2061505702,Win
2025-03-09,14:10,Unknown,Basketball,NBA,Total,Yes,Denver Nuggets vs Oklahoma City Thunder,Over 124.5,+111,280.00,Pinnacle,310.80,,,-280.00,,2061505205,Loss
2025-03-09,14:10,Unknown,Basketball,NBA,Total,Yes,Denver Nuggets vs Oklahoma City Thunder,Over 60.5,-129,300.00,Pinnacle,232.56,,,-300.00,,2061505092,Loss
2025-03-09,15:10,Unknown,Basketball,NCAA,Spread,Yes,Bradley vs Drake,Bradley +3.5,-147,450.00,Pinnacle,306.12,,,-450.00,,2061499119,Loss
